#associated_score_name	study_stage	sample_set	n	case_n	control_n	broad_ancestral_category	country_of_recruitment	additional_ancestry_description	cohort	additional_sample_cohort_information
GBE_cancer1002	Score development		269704	9895	259809	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_cancer1002	Testing	cancer1002_test	67425	2471	64954	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_cancer1002	Testing	cancer1002_non_british_white	24905	954	23951	European	UK	non-white British ancestry	UKB	
GBE_cancer1002	Testing	cancer1002_s_asian	7831	161	7670	South Asian	UK		UKB	
GBE_cancer1002	Testing	cancer1002_african	6497	126	6371	African unspecified	UK		UKB	
GBE_cancer1002	Testing	cancer1002_e_asian	1704	53	1651	East Asian	UK		UKB	
GBE_BIN_FC10002267	Score development		269577	23211	246366	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10002267	Testing	BIN_FC10002267_test	67387	5808	61579	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10002267	Testing	BIN_FC10002267_s_asian	7396	3696	3700	South Asian	UK		UKB	
GBE_BIN_FC10002267	Testing	BIN_FC10002267_african	6273	3409	2864	African unspecified	UK		UKB	
GBE_BIN_FC10002267	Testing	BIN_FC10002267_non_british_white	24868	2951	21917	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10002267	Testing	BIN_FC10002267_e_asian	1652	469	1183	East Asian	UK		UKB	
GBE_BIN_FC3002247	Score development		260368	72887	187481	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC3002247	Testing	BIN_FC3002247_test	65065	18231	46834	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC3002247	Testing	BIN_FC3002247_non_british_white	23697	6214	17483	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC3002247	Testing	BIN_FC3002247_s_asian	7266	1425	5841	South Asian	UK		UKB	
GBE_BIN_FC3002247	Testing	BIN_FC3002247_african	6123	699	5424	African unspecified	UK		UKB	
GBE_BIN_FC3002247	Testing	BIN_FC3002247_e_asian	1568	214	1354	East Asian	UK		UKB	
GBE_HC937	Score development		269704	16580	253124	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC937	Testing	HC937_test	67425	3997	63428	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC937	Testing	HC937_non_british_white	24905	1336	23569	European	UK	non-white British ancestry	UKB	
GBE_HC937	Testing	HC937_s_asian	7831	878	6953	South Asian	UK		UKB	
GBE_HC937	Testing	HC937_african	6497	275	6222	African unspecified	UK		UKB	
GBE_HC937	Testing	HC937_e_asian	1704	45	1659	East Asian	UK		UKB	
GBE_HC689	Score development		269704	18188	251516	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC689	Testing	HC689_test	67425	4477	62948	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC689	Testing	HC689_non_british_white	24905	1355	23550	European	UK	non-white British ancestry	UKB	
GBE_HC689	Testing	HC689_s_asian	7831	564	7267	South Asian	UK		UKB	
GBE_HC689	Testing	HC689_african	6497	536	5961	African unspecified	UK		UKB	
GBE_HC689	Testing	HC689_e_asian	1704	27	1677	East Asian	UK		UKB	
GBE_BIN_FC1002247	Score development		260301	72820	187481	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1002247	Testing	BIN_FC1002247_test	65054	18220	46834	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1002247	Testing	BIN_FC1002247_non_british_white	23689	6205	17484	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1002247	Testing	BIN_FC1002247_s_asian	7257	1416	5841	South Asian	UK		UKB	
GBE_BIN_FC1002247	Testing	BIN_FC1002247_african	6121	697	5424	African unspecified	UK		UKB	
GBE_BIN_FC1002247	Testing	BIN_FC1002247_e_asian	1568	214	1354	East Asian	UK		UKB	
GBE_HC624	Score development		269704	1180	268524	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC624	Testing	HC624_test	67425	268	67157	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC624	Testing	HC624_non_british_white	24905	123	24782	European	UK	non-white British ancestry	UKB	
GBE_HC624	Testing	HC624_african	6497	35	6462	African unspecified	UK		UKB	
GBE_HC624	Testing	HC624_s_asian	7831	18	7813	South Asian	UK		UKB	
GBE_HC624	Testing	HC624_e_asian	1704	3	1701	East Asian	UK		UKB	
GBE_HC132	Score development		269704	16301	253403	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC132	Testing	HC132_test	67425	3927	63498	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC132	Testing	HC132_non_british_white	24905	1341	23564	European	UK	non-white British ancestry	UKB	
GBE_HC132	Testing	HC132_s_asian	7831	876	6955	South Asian	UK		UKB	
GBE_HC132	Testing	HC132_african	6497	281	6216	African unspecified	UK		UKB	
GBE_HC132	Testing	HC132_e_asian	1704	41	1663	East Asian	UK		UKB	
GBE_BIN_FC20006160	Score development		167225	85202	82023	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC20006160	Testing	BIN_FC20006160_test	41646	21289	20357	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC20006160	Testing	BIN_FC20006160_non_british_white	15258	8025	7233	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC20006160	Testing	BIN_FC20006160_s_asian	4460	1790	2670	South Asian	UK		UKB	
GBE_BIN_FC20006160	Testing	BIN_FC20006160_african	3021	1494	1527	African unspecified	UK		UKB	
GBE_BIN_FC20006160	Testing	BIN_FC20006160_e_asian	1085	456	629	East Asian	UK		UKB	
GBE_HC868	Score development		269704	1412	268292	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC868	Testing	HC868_test	67425	367	67058	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC868	Testing	HC868_non_british_white	24905	106	24799	European	UK	non-white British ancestry	UKB	
GBE_HC868	Testing	HC868_s_asian	7831	65	7766	South Asian	UK		UKB	
GBE_HC868	Testing	HC868_african	6497	63	6434	African unspecified	UK		UKB	
GBE_HC868	Testing	HC868_e_asian	1704	5	1699	East Asian	UK		UKB	
GBE_HC243	Score development		269704	12808	256896	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC243	Testing	HC243_test	67425	3287	64138	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC243	Testing	HC243_non_british_white	24905	947	23958	European	UK	non-white British ancestry	UKB	
GBE_HC243	Testing	HC243_s_asian	7831	284	7547	South Asian	UK		UKB	
GBE_HC243	Testing	HC243_african	6497	151	6346	African unspecified	UK		UKB	
GBE_HC243	Testing	HC243_e_asian	1704	20	1684	East Asian	UK		UKB	
GBE_BIN2040	Score development		261424	68497	192927	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN2040	Testing	BIN2040_test	65315	17186	48129	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN2040	Testing	BIN2040_non_british_white	23683	8855	14828	European	UK	non-white British ancestry	UKB	
GBE_BIN2040	Testing	BIN2040_s_asian	6771	2703	4068	South Asian	UK		UKB	
GBE_BIN2040	Testing	BIN2040_african	5964	2566	3398	African unspecified	UK		UKB	
GBE_BIN2040	Testing	BIN2040_e_asian	1452	429	1023	East Asian	UK		UKB	
GBE_BIN_FC11006152	Score development		192089	7351	184738	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC11006152	Testing	BIN_FC11006152_test	48060	1859	46201	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC11006152	Testing	BIN_FC11006152_non_british_white	17648	640	17008	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC11006152	Testing	BIN_FC11006152_african	4390	160	4230	African unspecified	UK		UKB	
GBE_BIN_FC11006152	Testing	BIN_FC11006152_s_asian	5480	136	5344	South Asian	UK		UKB	
GBE_BIN_FC11006152	Testing	BIN_FC11006152_e_asian	952	12	940	East Asian	UK		UKB	
GBE_BIN_FC12006152	Score development		269382	7351	262031	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC12006152	Testing	BIN_FC12006152_test	67349	1859	65490	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC12006152	Testing	BIN_FC12006152_non_british_white	24838	640	24198	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC12006152	Testing	BIN_FC12006152_african	6348	160	6188	African unspecified	UK		UKB	
GBE_BIN_FC12006152	Testing	BIN_FC12006152_s_asian	7556	136	7420	South Asian	UK		UKB	
GBE_BIN_FC12006152	Testing	BIN_FC12006152_e_asian	1640	12	1628	East Asian	UK		UKB	
GBE_HC1574	Score development		269704	11070	258634	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1574	Testing	HC1574_test	67425	2790	64635	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1574	Testing	HC1574_non_british_white	24905	872	24033	European	UK	non-white British ancestry	UKB	
GBE_HC1574	Testing	HC1574_s_asian	7831	567	7264	South Asian	UK		UKB	
GBE_HC1574	Testing	HC1574_african	6497	150	6347	African unspecified	UK		UKB	
GBE_HC1574	Testing	HC1574_e_asian	1704	25	1679	East Asian	UK		UKB	
GBE_HC1261	Score development		269704	12904	256800	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1261	Testing	HC1261_test	67425	3254	64171	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1261	Testing	HC1261_non_british_white	24905	991	23914	European	UK	non-white British ancestry	UKB	
GBE_HC1261	Testing	HC1261_s_asian	7831	456	7375	South Asian	UK		UKB	
GBE_HC1261	Testing	HC1261_african	6497	130	6367	African unspecified	UK		UKB	
GBE_HC1261	Testing	HC1261_e_asian	1704	49	1655	East Asian	UK		UKB	
GBE_HC326	Score development		269704	11152	258552	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC326	Testing	HC326_test	67425	2812	64613	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC326	Testing	HC326_non_british_white	24905	881	24024	European	UK	non-white British ancestry	UKB	
GBE_HC326	Testing	HC326_s_asian	7831	568	7263	South Asian	UK		UKB	
GBE_HC326	Testing	HC326_african	6497	149	6348	African unspecified	UK		UKB	
GBE_HC326	Testing	HC326_e_asian	1704	25	1679	East Asian	UK		UKB	
GBE_BIN2010	Score development		260946	57581	203365	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN2010	Testing	BIN2010_test	65185	14228	50957	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN2010	Testing	BIN2010_non_british_white	23768	4960	18808	European	UK	non-white British ancestry	UKB	
GBE_BIN2010	Testing	BIN2010_s_asian	6958	1471	5487	South Asian	UK		UKB	
GBE_BIN2010	Testing	BIN2010_african	5987	915	5072	African unspecified	UK		UKB	
GBE_BIN2010	Testing	BIN2010_e_asian	1473	294	1179	East Asian	UK		UKB	
GBE_BIN_FC10002492	Score development		269058	132971	136087	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10002492	Testing	BIN_FC10002492_test	67263	33265	33998	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10002492	Testing	BIN_FC10002492_non_british_white	24781	11337	13444	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10002492	Testing	BIN_FC10002492_s_asian	7473	3703	3770	South Asian	UK		UKB	
GBE_BIN_FC10002492	Testing	BIN_FC10002492_african	6309	2593	3716	African unspecified	UK		UKB	
GBE_BIN_FC10002492	Testing	BIN_FC10002492_e_asian	1626	544	1082	East Asian	UK		UKB	
GBE_BIN_FC4006144	Score development		269092	54275	214817	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC4006144	Testing	BIN_FC4006144_test	67271	13687	53584	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC4006144	Testing	BIN_FC4006144_non_british_white	24800	4945	19855	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC4006144	Testing	BIN_FC4006144_s_asian	7539	1046	6493	South Asian	UK		UKB	
GBE_BIN_FC4006144	Testing	BIN_FC4006144_african	6368	916	5452	African unspecified	UK		UKB	
GBE_BIN_FC4006144	Testing	BIN_FC4006144_e_asian	1653	190	1463	East Asian	UK		UKB	
GBE_HC703	Score development		269704	2315	267389	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC703	Testing	HC703_test	67425	613	66812	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC703	Testing	HC703_non_british_white	24905	225	24680	European	UK	non-white British ancestry	UKB	
GBE_HC703	Testing	HC703_s_asian	7831	65	7766	South Asian	UK		UKB	
GBE_HC703	Testing	HC703_african	6497	49	6448	African unspecified	UK		UKB	
GBE_HC703	Testing	HC703_e_asian	1704	8	1696	East Asian	UK		UKB	
GBE_HC645	Score development		269704	3770	265934	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC645	Testing	HC645_test	67425	935	66490	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC645	Testing	HC645_non_british_white	24905	334	24571	European	UK	non-white British ancestry	UKB	
GBE_HC645	Testing	HC645_african	6497	127	6370	African unspecified	UK		UKB	
GBE_HC645	Testing	HC645_s_asian	7831	107	7724	South Asian	UK		UKB	
GBE_HC645	Testing	HC645_e_asian	1704	51	1653	East Asian	UK		UKB	
GBE_BIN_FC1006150	Score development		195990	6356	189634	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1006150	Testing	BIN_FC1006150_test	48989	1611	47378	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1006150	Testing	BIN_FC1006150_non_british_white	18556	465	18091	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1006150	Testing	BIN_FC1006150_s_asian	5342	299	5043	South Asian	UK		UKB	
GBE_BIN_FC1006150	Testing	BIN_FC1006150_african	3906	82	3824	African unspecified	UK		UKB	
GBE_BIN_FC1006150	Testing	BIN_FC1006150_e_asian	1308	11	1297	East Asian	UK		UKB	
GBE_BIN_FC2006150	Score development		198364	8757	189607	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC2006150	Testing	BIN_FC2006150_test	49472	2098	47374	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC2006150	Testing	BIN_FC2006150_non_british_white	18868	784	18084	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC2006150	Testing	BIN_FC2006150_s_asian	5473	430	5043	South Asian	UK		UKB	
GBE_BIN_FC2006150	Testing	BIN_FC2006150_african	3985	161	3824	African unspecified	UK		UKB	
GBE_BIN_FC2006150	Testing	BIN_FC2006150_e_asian	1317	21	1296	East Asian	UK		UKB	
GBE_BIN_FC1006152	Score development		190625	5810	184815	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1006152	Testing	BIN_FC1006152_test	47689	1476	46213	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1006152	Testing	BIN_FC1006152_non_british_white	17524	508	17016	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1006152	Testing	BIN_FC1006152_african	4351	121	4230	African unspecified	UK		UKB	
GBE_BIN_FC1006152	Testing	BIN_FC1006152_s_asian	5450	106	5344	South Asian	UK		UKB	
GBE_BIN_FC1006152	Testing	BIN_FC1006152_e_asian	949	9	940	East Asian	UK		UKB	
GBE_BIN_FC6006152	Score development		269382	5810	263572	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC6006152	Testing	BIN_FC6006152_test	67349	1476	65873	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC6006152	Testing	BIN_FC6006152_non_british_white	24838	508	24330	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC6006152	Testing	BIN_FC6006152_african	6348	121	6227	African unspecified	UK		UKB	
GBE_BIN_FC6006152	Testing	BIN_FC6006152_s_asian	7556	106	7450	South Asian	UK		UKB	
GBE_BIN_FC6006152	Testing	BIN_FC6006152_e_asian	1640	9	1631	East Asian	UK		UKB	
GBE_HC166	Score development		269704	5629	264075	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC166	Testing	HC166_test	67425	1430	65995	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC166	Testing	HC166_non_british_white	24905	483	24422	European	UK	non-white British ancestry	UKB	
GBE_HC166	Testing	HC166_african	6497	114	6383	African unspecified	UK		UKB	
GBE_HC166	Testing	HC166_s_asian	7831	94	7737	South Asian	UK		UKB	
GBE_HC166	Testing	HC166_e_asian	1704	7	1697	East Asian	UK		UKB	
GBE_HC938	Score development		269704	10021	259683	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC938	Testing	HC938_test	67425	2531	64894	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC938	Testing	HC938_non_british_white	24905	766	24139	European	UK	non-white British ancestry	UKB	
GBE_HC938	Testing	HC938_s_asian	7831	492	7339	South Asian	UK		UKB	
GBE_HC938	Testing	HC938_african	6497	116	6381	African unspecified	UK		UKB	
GBE_HC938	Testing	HC938_e_asian	1704	21	1683	East Asian	UK		UKB	
GBE_HC310	Score development		269704	38161	231543	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC310	Testing	HC310_test	67425	9526	57899	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC310	Testing	HC310_non_british_white	24905	3001	21904	European	UK	non-white British ancestry	UKB	
GBE_HC310	Testing	HC310_s_asian	7831	920	6911	South Asian	UK		UKB	
GBE_HC310	Testing	HC310_african	6497	590	5907	African unspecified	UK		UKB	
GBE_HC310	Testing	HC310_e_asian	1704	82	1622	East Asian	UK		UKB	
GBE_HC49	Score development		269704	17482	252222	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC49	Testing	HC49_test	67425	4398	63027	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC49	Testing	HC49_non_british_white	24905	1438	23467	European	UK	non-white British ancestry	UKB	
GBE_HC49	Testing	HC49_s_asian	7831	435	7396	South Asian	UK		UKB	
GBE_HC49	Testing	HC49_african	6497	393	6104	African unspecified	UK		UKB	
GBE_HC49	Testing	HC49_e_asian	1704	215	1489	East Asian	UK		UKB	
GBE_HC1102	Score development		269704	2950	266754	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1102	Testing	HC1102_test	67425	788	66637	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1102	Testing	HC1102_non_british_white	24905	260	24645	European	UK	non-white British ancestry	UKB	
