associated_score_name	sample_set	trait_name	AUROC	R2	other_mterics	covariates
GBE_INI4101	INI4101_s_asian	Heel broadband ultrasound attenuation (L)		0.04892 [0.03961, 0.05823]		
GBE_INI4101	INI4101_s_asian	Heel broadband ultrasound attenuation (L)		0.08632 [0.07443, 0.09820]	Incremental R2 (full-covars) = 0.04895	age, sex, UKB array type, Genotype PCs
GBE_INI4101	INI4101_e_asian	Heel broadband ultrasound attenuation (L)		0.07189 [0.04830, 0.09547]		
GBE_INI4101	INI4101_e_asian	Heel broadband ultrasound attenuation (L)		0.10345 [0.07612, 0.13077]	Incremental R2 (full-covars) = 0.07295	age, sex, UKB array type, Genotype PCs
GBE_INI4101	INI4101_african	Heel broadband ultrasound attenuation (L)		0.00936 [0.00470, 0.01402]		
GBE_INI4101	INI4101_african	Heel broadband ultrasound attenuation (L)		0.03758 [0.02851, 0.04665]	Incremental R2 (full-covars) = 0.00859	age, sex, UKB array type, Genotype PCs
GBE_INI4103	INI4103_test	Speed of sound through heel (L)		0.11800 [0.11343, 0.12257]		
GBE_INI4103	INI4103_test	Speed of sound through heel (L)		0.16377 [0.15866, 0.16887]	Incremental R2 (full-covars) = 0.11885	age, sex, UKB array type, Genotype PCs
GBE_INI4103	INI4103_non_british_white	Speed of sound through heel (L)		0.11118 [0.10382, 0.11854]		
GBE_INI4103	INI4103_non_british_white	Speed of sound through heel (L)		0.16053 [0.15218, 0.16889]	Incremental R2 (full-covars) = 0.10916	age, sex, UKB array type, Genotype PCs
GBE_INI4103	INI4103_s_asian	Speed of sound through heel (L)		0.05376 [0.04404, 0.06347]		
GBE_INI4103	INI4103_s_asian	Speed of sound through heel (L)		0.07631 [0.06501, 0.08760]	Incremental R2 (full-covars) = 0.05214	age, sex, UKB array type, Genotype PCs
GBE_INI4103	INI4103_e_asian	Speed of sound through heel (L)		0.08045 [0.05573, 0.10516]		
GBE_INI4103	INI4103_e_asian	Speed of sound through heel (L)		0.10240 [0.07518, 0.12962]	Incremental R2 (full-covars) = 0.08130	age, sex, UKB array type, Genotype PCs
GBE_INI4103	INI4103_african	Speed of sound through heel (L)		0.00552 [0.00193, 0.00911]		
GBE_INI4103	INI4103_african	Speed of sound through heel (L)		0.02043 [0.01363, 0.02724]	Incremental R2 (full-covars) = 0.00372	age, sex, UKB array type, Genotype PCs
GBE_INI4104	INI4104_test	Heel quantitative ultrasound index (QUI), direct entry (L)		0.11589 [0.11135, 0.12043]		
GBE_INI4104	INI4104_test	Heel quantitative ultrasound index (QUI), direct entry (L)		0.17984 [0.17459, 0.18509]	Incremental R2 (full-covars) = 0.11708	age, sex, UKB array type, Genotype PCs
GBE_INI4104	INI4104_non_british_white	Heel quantitative ultrasound index (QUI), direct entry (L)		0.11274 [0.10534, 0.12014]		
GBE_INI4104	INI4104_non_british_white	Heel quantitative ultrasound index (QUI), direct entry (L)		0.17491 [0.16634, 0.18348]	Incremental R2 (full-covars) = 0.11202	age, sex, UKB array type, Genotype PCs
GBE_INI4104	INI4104_s_asian	Heel quantitative ultrasound index (QUI), direct entry (L)		0.05414 [0.04440, 0.06389]		
GBE_INI4104	INI4104_s_asian	Heel quantitative ultrasound index (QUI), direct entry (L)		0.08121 [0.06962, 0.09280]	Incremental R2 (full-covars) = 0.05294	age, sex, UKB array type, Genotype PCs
GBE_INI4104	INI4104_e_asian	Heel quantitative ultrasound index (QUI), direct entry (L)		0.08200 [0.05708, 0.10691]		
GBE_INI4104	INI4104_e_asian	Heel quantitative ultrasound index (QUI), direct entry (L)		0.10298 [0.07570, 0.13026]	Incremental R2 (full-covars) = 0.08296	age, sex, UKB array type, Genotype PCs
GBE_INI4104	INI4104_african	Heel quantitative ultrasound index (QUI), direct entry (L)		0.00688 [0.00288, 0.01088]		
GBE_INI4104	INI4104_african	Heel quantitative ultrasound index (QUI), direct entry (L)		0.02571 [0.01811, 0.03330]	Incremental R2 (full-covars) = 0.00528	age, sex, UKB array type, Genotype PCs
GBE_INI4105	INI4105_test	Heel bone mineral density (BMD) (L)		0.11656 [0.11201, 0.12112]		
GBE_INI4105	INI4105_test	Heel bone mineral density (BMD) (L)		0.18131 [0.17605, 0.18657]	Incremental R2 (full-covars) = 0.11744	age, sex, UKB array type, Genotype PCs
GBE_INI4105	INI4105_non_british_white	Heel bone mineral density (BMD) (L)		0.11269 [0.10529, 0.12009]		
GBE_INI4105	INI4105_non_british_white	Heel bone mineral density (BMD) (L)		0.17743 [0.16883, 0.18604]	Incremental R2 (full-covars) = 0.11194	age, sex, UKB array type, Genotype PCs
GBE_INI4105	INI4105_s_asian	Heel bone mineral density (BMD) (L)		0.05487 [0.04506, 0.06467]		
GBE_INI4105	INI4105_s_asian	Heel bone mineral density (BMD) (L)		0.08239 [0.07073, 0.09405]	Incremental R2 (full-covars) = 0.05357	age, sex, UKB array type, Genotype PCs
GBE_INI4105	INI4105_e_asian	Heel bone mineral density (BMD) (L)		0.08516 [0.05986, 0.11046]		
GBE_INI4105	INI4105_e_asian	Heel bone mineral density (BMD) (L)		0.10653 [0.07889, 0.13417]	Incremental R2 (full-covars) = 0.08652	age, sex, UKB array type, Genotype PCs
GBE_INI4105	INI4105_african	Heel bone mineral density (BMD) (L)		0.00667 [0.00273, 0.01062]		
GBE_INI4105	INI4105_african	Heel bone mineral density (BMD) (L)		0.02599 [0.01836, 0.03363]	Incremental R2 (full-covars) = 0.00518	age, sex, UKB array type, Genotype PCs
GBE_INI4106	INI4106_test	Heel bone mineral density (BMD) T-score, automated (L)		0.11589 [0.11134, 0.12043]		
GBE_INI4106	INI4106_test	Heel bone mineral density (BMD) T-score, automated (L)		0.17984 [0.17459, 0.18509]	Incremental R2 (full-covars) = 0.11708	age, sex, UKB array type, Genotype PCs
GBE_INI4106	INI4106_non_british_white	Heel bone mineral density (BMD) T-score, automated (L)		0.11274 [0.10534, 0.12014]		
GBE_INI4106	INI4106_non_british_white	Heel bone mineral density (BMD) T-score, automated (L)		0.17491 [0.16634, 0.18348]	Incremental R2 (full-covars) = 0.11202	age, sex, UKB array type, Genotype PCs
GBE_INI4106	INI4106_s_asian	Heel bone mineral density (BMD) T-score, automated (L)		0.05415 [0.04441, 0.06390]		
GBE_INI4106	INI4106_s_asian	Heel bone mineral density (BMD) T-score, automated (L)		0.08123 [0.06963, 0.09282]	Incremental R2 (full-covars) = 0.05296	age, sex, UKB array type, Genotype PCs
GBE_INI4106	INI4106_e_asian	Heel bone mineral density (BMD) T-score, automated (L)		0.08200 [0.05709, 0.10691]		
GBE_INI4106	INI4106_e_asian	Heel bone mineral density (BMD) T-score, automated (L)		0.10298 [0.07570, 0.13026]	Incremental R2 (full-covars) = 0.08297	age, sex, UKB array type, Genotype PCs
GBE_INI4106	INI4106_african	Heel bone mineral density (BMD) T-score, automated (L)		0.00688 [0.00288, 0.01089]		
GBE_INI4106	INI4106_african	Heel bone mineral density (BMD) T-score, automated (L)		0.02571 [0.01812, 0.03331]	Incremental R2 (full-covars) = 0.00529	age, sex, UKB array type, Genotype PCs
GBE_INI4119	INI4119_test	Ankle spacing width (R)		0.08936 [0.08525, 0.09347]		
GBE_INI4119	INI4119_test	Ankle spacing width (R)		0.31774 [0.31194, 0.32355]	Incremental R2 (full-covars) = 0.08793	age, sex, UKB array type, Genotype PCs
GBE_INI4119	INI4119_non_british_white	Ankle spacing width (R)		0.08120 [0.07470, 0.08770]		
GBE_INI4119	INI4119_non_british_white	Ankle spacing width (R)		0.36171 [0.35218, 0.37125]	Incremental R2 (full-covars) = 0.07878	age, sex, UKB array type, Genotype PCs
GBE_INI4119	INI4119_s_asian	Ankle spacing width (R)		0.06153 [0.05122, 0.07184]		
GBE_INI4119	INI4119_s_asian	Ankle spacing width (R)		0.30011 [0.28313, 0.31708]	Incremental R2 (full-covars) = 0.06364	age, sex, UKB array type, Genotype PCs
GBE_INI4119	INI4119_e_asian	Ankle spacing width (R)		0.06865 [0.04552, 0.09177]		
GBE_INI4119	INI4119_e_asian	Ankle spacing width (R)		0.36262 [0.32624, 0.39899]	Incremental R2 (full-covars) = 0.04629	age, sex, UKB array type, Genotype PCs
GBE_INI4119	INI4119_african	Ankle spacing width (R)		0.01872 [0.01219, 0.02525]		
GBE_INI4119	INI4119_african	Ankle spacing width (R)		0.14932 [0.13334, 0.16530]	Incremental R2 (full-covars) = 0.00481	age, sex, UKB array type, Genotype PCs
GBE_INI4120	INI4120_test	Heel broadband ultrasound attenuation (R)		0.10011 [0.09582, 0.10441]		
GBE_INI4120	INI4120_test	Heel broadband ultrasound attenuation (R)		0.20708 [0.20164, 0.21253]	Incremental R2 (full-covars) = 0.10115	age, sex, UKB array type, Genotype PCs
GBE_INI4120	INI4120_non_british_white	Heel broadband ultrasound attenuation (R)		0.09341 [0.08653, 0.10029]		
GBE_INI4120	INI4120_non_british_white	Heel broadband ultrasound attenuation (R)		0.18118 [0.17253, 0.18984]	Incremental R2 (full-covars) = 0.09282	age, sex, UKB array type, Genotype PCs
GBE_INI4120	INI4120_s_asian	Heel broadband ultrasound attenuation (R)		0.05095 [0.04147, 0.06044]		
GBE_INI4120	INI4120_s_asian	Heel broadband ultrasound attenuation (R)		0.08322 [0.07151, 0.09493]	Incremental R2 (full-covars) = 0.05145	age, sex, UKB array type, Genotype PCs
GBE_INI4120	INI4120_e_asian	Heel broadband ultrasound attenuation (R)		0.06337 [0.04102, 0.08571]		
GBE_INI4120	INI4120_e_asian	Heel broadband ultrasound attenuation (R)		0.10740 [0.07968, 0.13512]	Incremental R2 (full-covars) = 0.06527	age, sex, UKB array type, Genotype PCs
GBE_INI4120	INI4120_african	Heel broadband ultrasound attenuation (R)		0.00612 [0.00234, 0.00990]		
GBE_INI4120	INI4120_african	Heel broadband ultrasound attenuation (R)		0.03102 [0.02273, 0.03932]	Incremental R2 (full-covars) = 0.00530	age, sex, UKB array type, Genotype PCs
GBE_INI4122	INI4122_test	Speed of sound through heel (R)		0.12479 [0.12013, 0.12946]		
GBE_INI4122	INI4122_test	Speed of sound through heel (R)		0.17507 [0.16986, 0.18028]	Incremental R2 (full-covars) = 0.12574	age, sex, UKB array type, Genotype PCs
GBE_INI4122	INI4122_non_british_white	Speed of sound through heel (R)		0.11176 [0.10439, 0.11914]		
GBE_INI4122	INI4122_non_british_white	Speed of sound through heel (R)		0.16134 [0.15298, 0.16971]	Incremental R2 (full-covars) = 0.10988	age, sex, UKB array type, Genotype PCs
GBE_INI4122	INI4122_s_asian	Speed of sound through heel (R)		0.05742 [0.04742, 0.06742]		
GBE_INI4122	INI4122_s_asian	Speed of sound through heel (R)		0.07785 [0.06646, 0.08924]	Incremental R2 (full-covars) = 0.05682	age, sex, UKB array type, Genotype PCs
GBE_INI4122	INI4122_e_asian	Speed of sound through heel (R)		0.07776 [0.05339, 0.10214]		
GBE_INI4122	INI4122_e_asian	Speed of sound through heel (R)		0.09852 [0.07171, 0.12534]	Incremental R2 (full-covars) = 0.07672	age, sex, UKB array type, Genotype PCs
GBE_INI4122	INI4122_african	Speed of sound through heel (R)		0.00698 [0.00295, 0.01101]		
GBE_INI4122	INI4122_african	Speed of sound through heel (R)		0.02141 [0.01445, 0.02837]	Incremental R2 (full-covars) = 0.00630	age, sex, UKB array type, Genotype PCs
GBE_INI4123	INI4123_test	Heel quantitative ultrasound index (QUI), direct entry (R)		0.12266 [0.11802, 0.12730]		
GBE_INI4123	INI4123_test	Heel quantitative ultrasound index (QUI), direct entry (R)		0.19359 [0.18823, 0.19894]	Incremental R2 (full-covars) = 0.12420	age, sex, UKB array type, Genotype PCs
GBE_INI4123	INI4123_non_british_white	Heel quantitative ultrasound index (QUI), direct entry (R)		0.11271 [0.10531, 0.12011]		
GBE_INI4123	INI4123_non_british_white	Heel quantitative ultrasound index (QUI), direct entry (R)		0.17521 [0.16663, 0.18378]	Incremental R2 (full-covars) = 0.11145	age, sex, UKB array type, Genotype PCs
GBE_INI4123	INI4123_s_asian	Heel quantitative ultrasound index (QUI), direct entry (R)		0.05816 [0.04810, 0.06821]		
GBE_INI4123	INI4123_s_asian	Heel quantitative ultrasound index (QUI), direct entry (R)		0.08263 [0.07095, 0.09430]	Incremental R2 (full-covars) = 0.05817	age, sex, UKB array type, Genotype PCs
GBE_INI4123	INI4123_e_asian	Heel quantitative ultrasound index (QUI), direct entry (R)		0.07555 [0.05147, 0.09963]		
GBE_INI4123	INI4123_e_asian	Heel quantitative ultrasound index (QUI), direct entry (R)		0.09886 [0.07201, 0.12571]	Incremental R2 (full-covars) = 0.07542	age, sex, UKB array type, Genotype PCs
GBE_INI4123	INI4123_african	Heel quantitative ultrasound index (QUI), direct entry (R)		0.00698 [0.00295, 0.01101]		
GBE_INI4123	INI4123_african	Heel quantitative ultrasound index (QUI), direct entry (R)		0.02463 [0.01719, 0.03208]	Incremental R2 (full-covars) = 0.00617	age, sex, UKB array type, Genotype PCs
GBE_INI4124	INI4124_test	Heel bone mineral density (BMD) (R)		0.12352 [0.11887, 0.12817]		
GBE_INI4124	INI4124_test	Heel bone mineral density (BMD) (R)		0.19600 [0.19063, 0.20138]	Incremental R2 (full-covars) = 0.12507	age, sex, UKB array type, Genotype PCs
GBE_INI4124	INI4124_non_british_white	Heel bone mineral density (BMD) (R)		0.11225 [0.10487, 0.11964]		
GBE_INI4124	INI4124_non_british_white	Heel bone mineral density (BMD) (R)		0.17605 [0.16746, 0.18463]	Incremental R2 (full-covars) = 0.11134	age, sex, UKB array type, Genotype PCs
GBE_INI4124	INI4124_s_asian	Heel bone mineral density (BMD) (R)		0.05872 [0.04862, 0.06882]		
GBE_INI4124	INI4124_s_asian	Heel bone mineral density (BMD) (R)		0.08461 [0.07282, 0.09640]	Incremental R2 (full-covars) = 0.05881	age, sex, UKB array type, Genotype PCs
GBE_INI4124	INI4124_e_asian	Heel bone mineral density (BMD) (R)		0.07660 [0.05238, 0.10082]		
GBE_INI4124	INI4124_e_asian	Heel bone mineral density (BMD) (R)		0.09993 [0.07297, 0.12689]	Incremental R2 (full-covars) = 0.07650	age, sex, UKB array type, Genotype PCs
GBE_INI4124	INI4124_african	Heel bone mineral density (BMD) (R)		0.00662 [0.00269, 0.01055]		
GBE_INI4124	INI4124_african	Heel bone mineral density (BMD) (R)		0.02449 [0.01707, 0.03191]	Incremental R2 (full-covars) = 0.00554	age, sex, UKB array type, Genotype PCs
GBE_INI4125	INI4125_test	Heel bone mineral density (BMD) T-score, automated (R)		0.12266 [0.11802, 0.12730]		
GBE_INI4125	INI4125_test	Heel bone mineral density (BMD) T-score, automated (R)		0.19359 [0.18823, 0.19894]	Incremental R2 (full-covars) = 0.12420	age, sex, UKB array type, Genotype PCs
GBE_INI4125	INI4125_non_british_white	Heel bone mineral density (BMD) T-score, automated (R)		0.11271 [0.10531, 0.12011]		
GBE_INI4125	INI4125_non_british_white	Heel bone mineral density (BMD) T-score, automated (R)		0.17520 [0.16663, 0.18378]	Incremental R2 (full-covars) = 0.11145	age, sex, UKB array type, Genotype PCs
GBE_INI4125	INI4125_s_asian	Heel bone mineral density (BMD) T-score, automated (R)		0.05815 [0.04810, 0.06821]		
GBE_INI4125	INI4125_s_asian	Heel bone mineral density (BMD) T-score, automated (R)		0.08262 [0.07095, 0.09430]	Incremental R2 (full-covars) = 0.05817	age, sex, UKB array type, Genotype PCs
GBE_INI4125	INI4125_e_asian	Heel bone mineral density (BMD) T-score, automated (R)		0.07555 [0.05147, 0.09963]		
GBE_INI4125	INI4125_e_asian	Heel bone mineral density (BMD) T-score, automated (R)		0.09885 [0.07200, 0.12570]	Incremental R2 (full-covars) = 0.07541	age, sex, UKB array type, Genotype PCs
GBE_INI4125	INI4125_african	Heel bone mineral density (BMD) T-score, automated (R)		0.00698 [0.00294, 0.01101]		
GBE_INI4125	INI4125_african	Heel bone mineral density (BMD) T-score, automated (R)		0.02463 [0.01719, 0.03207]	Incremental R2 (full-covars) = 0.00616	age, sex, UKB array type, Genotype PCs
GBE_INI78	INI78_test	Heel bone mineral density (BMD) T-score, automated		0.14159 [0.13671, 0.14646]		
GBE_INI78	INI78_test	Heel bone mineral density (BMD) T-score, automated		0.19661 [0.19123, 0.20198]	Incremental R2 (full-covars) = 0.14190	age, sex, UKB array type, Genotype PCs
GBE_INI78	INI78_non_british_white	Heel bone mineral density (BMD) T-score, automated		0.13678 [0.12885, 0.14471]		
GBE_INI78	INI78_non_british_white	Heel bone mineral density (BMD) T-score, automated		0.18810 [0.17936, 0.19685]	Incremental R2 (full-covars) = 0.13506	age, sex, UKB array type, Genotype PCs
GBE_INI78	INI78_s_asian	Heel bone mineral density (BMD) T-score, automated		0.07119 [0.06021, 0.08216]		
GBE_INI78	INI78_s_asian	Heel bone mineral density (BMD) T-score, automated		0.10193 [0.08923, 0.11462]	Incremental R2 (full-covars) = 0.06757	age, sex, UKB array type, Genotype PCs
GBE_INI78	INI78_e_asian	Heel bone mineral density (BMD) T-score, automated		0.06929 [0.04608, 0.09251]		
GBE_INI78	INI78_e_asian	Heel bone mineral density (BMD) T-score, automated		0.09833 [0.07154, 0.12513]	Incremental R2 (full-covars) = 0.06623	age, sex, UKB array type, Genotype PCs
GBE_INI78	INI78_african	Heel bone mineral density (BMD) T-score, automated		0.01827 [0.01182, 0.02472]		
GBE_INI78	INI78_african	Heel bone mineral density (BMD) T-score, automated		0.03460 [0.02587, 0.04333]	Incremental R2 (full-covars) = 0.01755	age, sex, UKB array type, Genotype PCs
GBE_INI1050	INI1050_test	Time spend outdoors in summer		0.01129 [0.00970, 0.01287]		
GBE_INI1050	INI1050_test	Time spend outdoors in summer		0.05766 [0.05425, 0.06108]	Incremental R2 (full-covars) = 0.01124	age, sex, UKB array type, Genotype PCs
GBE_INI1050	INI1050_non_british_white	Time spend outdoors in summer		0.01058 [0.00805, 0.01311]		
GBE_INI1050	INI1050_non_british_white	Time spend outdoors in summer		0.05435 [0.04887, 0.05982]	Incremental R2 (full-covars) = 0.00811	age, sex, UKB array type, Genotype PCs
GBE_INI1050	INI1050_s_asian	Time spend outdoors in summer		0.00225 [0.00015, 0.00435]		
GBE_INI1050	INI1050_s_asian	Time spend outdoors in summer		0.02272 [0.01620, 0.02924]	Incremental R2 (full-covars) = -0.00041	age, sex, UKB array type, Genotype PCs
GBE_INI1050	INI1050_e_asian	Time spend outdoors in summer		0.00141 [-0.00214, 0.00497]		
GBE_INI1050	INI1050_e_asian	Time spend outdoors in summer		0.02297 [0.00894, 0.03700]	Incremental R2 (full-covars) = -0.01420	age, sex, UKB array type, Genotype PCs
GBE_INI1050	INI1050_african	Time spend outdoors in summer		0.00077 [-0.00058, 0.00213]		
GBE_INI1050	INI1050_african	Time spend outdoors in summer		0.01643 [0.01030, 0.02256]	Incremental R2 (full-covars) = -0.00169	age, sex, UKB array type, Genotype PCs
GBE_INI1060	INI1060_test	Outdoor time, winter		0.00410 [0.00314, 0.00507]		
GBE_INI1060	INI1060_test	Outdoor time, winter		0.04573 [0.04264, 0.04881]	Incremental R2 (full-covars) = 0.00414	age, sex, UKB array type, Genotype PCs
GBE_INI1060	INI1060_non_british_white	Outdoor time, winter		0.00265 [0.00137, 0.00392]		
GBE_INI1060	INI1060_non_british_white	Outdoor time, winter		0.05221 [0.04683, 0.05759]	Incremental R2 (full-covars) = 0.00205	age, sex, UKB array type, Genotype PCs
GBE_INI1060	INI1060_s_asian	Outdoor time, winter		0.00143 [-0.00024, 0.00310]		
GBE_INI1060	INI1060_s_asian	Outdoor time, winter		0.02181 [0.01542, 0.02821]	Incremental R2 (full-covars) = 0.00149	age, sex, UKB array type, Genotype PCs
GBE_INI1060	INI1060_e_asian	Outdoor time, winter		0.00254 [-0.00222, 0.00730]		
GBE_INI1060	INI1060_e_asian	Outdoor time, winter		0.03301 [0.01636, 0.04966]	Incremental R2 (full-covars) = -0.00819	age, sex, UKB array type, Genotype PCs
GBE_INI1060	INI1060_african	Outdoor time, winter		0.00041 [-0.00057, 0.00140]		
GBE_INI1060	INI1060_african	Outdoor time, winter		0.02027 [0.01349, 0.02705]	Incremental R2 (full-covars) = -0.00026	age, sex, UKB array type, Genotype PCs
GBE_INI1160	INI1160_test	Sleep duration		0.00798 [0.00664, 0.00932]		
GBE_INI1160	INI1160_test	Sleep duration		0.01307 [0.01137, 0.01477]	Incremental R2 (full-covars) = 0.00777	age, sex, UKB array type, Genotype PCs
GBE_INI1160	INI1160_non_british_white	Sleep duration		0.00875 [0.00645, 0.01105]		
GBE_INI1160	INI1160_non_british_white	Sleep duration		0.01244 [0.00971, 0.01518]	Incremental R2 (full-covars) = 0.00809	age, sex, UKB array type, Genotype PCs
GBE_INI1160	INI1160_s_asian	Sleep duration		0.00403 [0.00123, 0.00683]		
GBE_INI1160	INI1160_s_asian	Sleep duration		0.00800 [0.00407, 0.01193]	Incremental R2 (full-covars) = 0.00387	age, sex, UKB array type, Genotype PCs
