#trait	trait_name	trait_category	trait_category_plot	family	pred_PRS	pred_covar	pred_full	pred_delta	n_variables	WBtest_P	WBtest_BYq	WBtest_is_significant	WBtest_BHq	trait_label	PGScatalog_ID	EFO_ID	EFO_label
INI30150	Eosinophill count	Blood_assays	Blood assays	gaussian	0.0939761010696833	0.00920269697532539	0.10263646675349	0.0934337697781646	12579	0	0	TRUE	0	Eosinophill count (INI30150)	PGS001172	EFO_0004842	eosinophil count
INI30160	Basophill count	Blood_assays	Blood assays	gaussian	0.0147477213016511	0.00265728467831172	0.0171703391791621	0.0145130545008504	3050	1.07103148970829e-213	7.86822877067355e-212	TRUE	9.91813184256493e-213	Basophill count (INI30160)	PGS001378	EFO_0005090	basophil count
INI30180	Lymphocyte %	Blood_assays	Blood assays	gaussian	0.0883546671527188	0.0199543393946051	0.108376587656548	0.0884222482619429	15143	0	0	TRUE	0	Lymphocyte % (INI30180)	PGS001414	EFO_0007993	lymphocyte percentage of leukocytes
INI30190	Monocyte %	Blood_assays	Blood assays	gaussian	0.0857376256902189	0.0423080882270808	0.127573620247075	0.0852655320199942	8762	0	0	TRUE	0	Monocyte % (INI30190)	PGS001078	EFO_0007989	monocyte percentage of leukocytes
INI30200	Neutrophill %	Blood_assays	Blood assays	gaussian	0.0793350384258547	0.00240638564024809	0.08175175079108	0.0793453651508319	13703	0	0	TRUE	0	Neutrophill % (INI30200)	PGS001077	EFO_0007990	neutrophil percentage of leukocytes
INI30210	Eosinophill %	Blood_assays	Blood assays	gaussian	0.0959355686425433	0.00798677070324194	0.10364363360469	0.0956568629014481	12563	0	0	TRUE	0	Eosinophill % (INI30210)	PGS001076	EFO_0007991	eosinophil percentage of leukocytes
INI30220	Basophill %	Blood_assays	Blood assays	gaussian	0.015038060168199	0.00188909667564086	0.0167404858262259	0.014851389150585	3205	6.79928716547327e-218	5.08530188078584e-216	TRUE	6.41017133371426e-217	Basophill % (INI30220)	PGS001377	EFO_0007992	basophil percentage of leukocytes
INI30240	Reticulocyte %	Blood_assays	Blood assays	gaussian	0.0282632686982491	0.00105533351037956	0.0292816662889724	0.0282263327785928	6251	0	0	TRUE	0	Reticulocyte % (INI30240)	PGS000989	EFO_0010700	reticulocyte measurement
INI30250	Reticulocyte count	Blood_assays	Blood assays	gaussian	0.0396564371581634	0.0121156252243774	0.0517984011780254	0.039682775953648	6262	0	0	TRUE	0	Reticulocyte count (INI30250)	PGS001528	EFO_0007986	reticulocyte count
INI30260	Mean reticulocyte volume	Blood_assays	Blood assays	gaussian	0.146308864765084	0.0112077089410233	0.156749747283855	0.145542038342832	13277	0	0	TRUE	0	Mean reticulocyte volume (INI30260)	PGS000987	EFO_0010701	mean reticulocyte volume
INI30280	Immature reticulocyte fraction	Blood_assays	Blood assays	gaussian	0.0906328502798629	0.00955958879381802	0.0997596282852673	0.0902000394914493	10871	0	0	TRUE	0	Immature reticulocyte fraction (INI30280)	PGS001408	EFO_0009253	Immature Reticulocyte Fraction Measurement
INI30290	High light scatter reticulocyte %	Blood_assays	Blood assays	gaussian	0.0160019530155446	0.000661057778519658	0.016714462339558	0.0160534045610383	7184	2.40794930757613e-228	1.82290877383418e-226	TRUE	2.29782967460771e-227	High light scatter reticulocyte % (INI30290)	PGS000988	EFO_0010700	reticulocyte measurement
INI30300	High light scatter reticulocyte count	Blood_assays	Blood assays	gaussian	0.111301613778807	0.0155532172470962	0.127333562369089	0.111780345121993	15856	0	0	TRUE	0	High light scatter reticulocyte count (INI30300)	PGS001406	EFO_0010700	reticulocyte measurement
INI30820	Rheumatoid factor	Blood_assays	Blood assays	gaussian	7.79245771798109e-07	0.000189418178116463	0.000174846716812338	-1.4571461304125e-05	18	0.945910940262111	1	FALSE	0.963769935879039	Rheumatoid factor (INI30820)			
INI3143	Ankle spacing width	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.106085720048392	0.260376691639152	0.367784202564393	0.107407510925241	21694	0	0	TRUE	0	Ankle spacing width (INI3143)	PGS001241	EFO_0004302	anthropometric measurement
INI3144	Heel Broadband ultrasound attenuation, direct entry	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.118373312746514	0.0873965453960039	0.206344746749857	0.118948201353853	13735	0	0	TRUE	0	Heel Broadband ultrasound attenuation, direct entry (INI3144)	PGS000951	EFO_0004514	bone quantitative ultrasound measurement
INI3146	Speed of sound through heel	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.140009642088384	0.0413127524029755	0.18116980979888	0.139857057395905	13172	0	0	TRUE	0	Speed of sound through heel (INI3146)	PGS001529	EFO_0007772	calcaneal bone quantitative ultrasound measurement
INI3147	Heel quantitative ultrasound index (QUI), direct entry	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.141583186108444	0.0547056318018487	0.196600991083643	0.141895359281794	14311	0	0	TRUE	0	Heel quantitative ultrasound index (QUI), direct entry (INI3147)	PGS000952	EFO_0004514	bone quantitative ultrasound measurement
INI3148	Heel bone mineral density (BMD)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.143091789442669	0.0558502218901969	0.199258753065772	0.143408531175575	14251	0	0	TRUE	0	Heel bone mineral density (BMD) (INI3148)	PGS001402	EFO_0009270	heel bone mineral density
INI4100	Ankle spacing width (L)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.0927776332046166	0.255098949562114	0.34469073367844	0.089591784116326	13416	0	0	TRUE	0	Ankle spacing width (L) (INI4100)	PGS001242	EFO_0004302	anthropometric measurement
INI4101	Heel broadband ultrasound attenuation (L)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.0957467813321507	0.0958533965350145	0.192394107536459	0.0965407110014445	7688	0	0	TRUE	0	Heel broadband ultrasound attenuation (L) (INI4101)	PGS000953	EFO_0004514	bone quantitative ultrasound measurement
INI4103	Speed of sound through heel (L)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.117999892819463	0.0449171866816377	0.163765874466191	0.118848687784553	8419	0	0	TRUE	0	Speed of sound through heel (L) (INI4103)	PGS001530	EFO_0007772	calcaneal bone quantitative ultrasound measurement
INI4104	Heel quantitative ultrasound index (QUI), direct entry (L)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.115888704385938	0.062759255186627	0.17984126408593	0.117082008899303	9272	0	0	TRUE	0	Heel quantitative ultrasound index (QUI), direct entry (L) (INI4104)	PGS000954	EFO_0004514	bone quantitative ultrasound measurement
INI4105	Heel bone mineral density (BMD) (L)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.116563478039313	0.0638743088047167	0.181309946833207	0.11743563802849	8285	0	0	TRUE	0	Heel bone mineral density (BMD) (L) (INI4105)	PGS001403	EFO_0009270	heel bone mineral density
INI4106	Heel bone mineral density (BMD) T-score, automated (L)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.115888006700703	0.0627593387861261	0.179843089814503	0.117083751028377	9275	0	0	TRUE	0	Heel bone mineral density (BMD) T-score, automated (L) (INI4106)	PGS001038	EFO_0009270	heel bone mineral density
INI4119	Ankle spacing width (R)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.0893620322481373	0.22981390704767	0.317741723894255	0.087927816846585	15134	0	0	TRUE	0	Ankle spacing width (R) (INI4119)	PGS001243	EFO_0004302	anthropometric measurement
INI4120	Heel broadband ultrasound attenuation (R)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.100114339349941	0.105931799762192	0.207083574494899	0.101151774732707	7069	0	0	TRUE	0	Heel broadband ultrasound attenuation (R) (INI4120)	PGS000955	EFO_0004514	bone quantitative ultrasound measurement
INI4122	Speed of sound through heel (R)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.12479269649717	0.0493336202441181	0.175069985729927	0.125736365485809	8912	0	0	TRUE	0	Speed of sound through heel (R) (INI4122)	PGS001531	EFO_0007772	calcaneal bone quantitative ultrasound measurement
INI4123	Heel quantitative ultrasound index (QUI), direct entry (R)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.122660721012681	0.0693906834672839	0.193586254930228	0.124195571462944	9756	0	0	TRUE	0	Heel quantitative ultrasound index (QUI), direct entry (R) (INI4123)	PGS000956	EFO_0004514	bone quantitative ultrasound measurement
INI4124	Heel bone mineral density (BMD) (R)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.123518609665059	0.0709318747551305	0.196004521375369	0.125072646620239	9637	0	0	TRUE	0	Heel bone mineral density (BMD) (R) (INI4124)	PGS001404	EFO_0009270	heel bone mineral density
INI4125	Heel bone mineral density (BMD) T-score, automated (R)	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.122661870636266	0.0693917480673396	0.193588134286102	0.124196386218762	9753	0	0	TRUE	0	Heel bone mineral density (BMD) T-score, automated (R) (INI4125)	PGS001039	EFO_0009270	heel bone mineral density
INI78	Heel bone mineral density (BMD) T-score, automated	Bone-densitometry_of_heel	Bone-densitometry of heel	gaussian	0.14158671447342	0.0547067650304196	0.196606199607215	0.141899434576795	14310	0	0	TRUE	0	Heel bone mineral density (BMD) T-score, automated (INI78)	PGS001037	EFO_0009270	heel bone mineral density
INI1050	Time spend outdoors in summer	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.0112891728310944	0.0464196073518498	0.0576638924270313	0.0112442850751815	5661	9.33172743913896e-155	6.19557876151291e-153	TRUE	7.80970772312966e-154	Time spend outdoors in summer (INI1050)	PGS001052	EFO_0008360	environmental exposure measurement
INI1060	Outdoor time, winter	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00410237820062909	0.0415893116148495	0.0457251263851083	0.0041358147702588	2323	1.2666395762482e-50	5.29490347692263e-49	TRUE	6.67438025868159e-50	Outdoor time, winter (INI1060)	PGS001053	EFO_0008360	environmental exposure measurement
INI1160	Sleep duration	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00798284329314669	0.0052954918310627	0.0130695552934843	0.0077740634624216	4106	6.49883399243886e-119	3.97466791382214e-117	TRUE	5.01018482668316e-118	Sleep duration (INI1160)	PGS001150	EFO_0005271	sleep duration
INI1289	Cooked vegetable intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.000974859323734756	0.00974852331055942	0.0106486893106802	0.000900166000120779	1085	1.25843555890169e-15	2.82531772132863e-14	TRUE	3.56139538821184e-15	Cooked vegetable intake (INI1289)	PGS001061	EFO_0008111	diet measurement
INI1299	Salad / raw vegetable intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	6.01179495074433e-09	0.0112181737982392	0.0112180739284694	-9.98697697995182e-08	1	0.984371464271925	1	FALSE	0.988066298403897	Salad / raw vegetable intake (INI1299)			
INI1309	Fresh fruit intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00619269567505276	0.0190197118707183	0.0251933968517304	0.0061736849810121	4257	3.48496879762994e-90	1.86497215764181e-88	TRUE	2.35085179667709e-89	Fresh fruit intake (INI1309)	PGS001062	EFO_0008111	diet measurement
INI1319	Dried fruit intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00107383734485711	0.0157318167271218	0.016603052725552	0.000871235998430201	989	2.96093635177273e-16	6.73283346797762e-15	TRUE	8.48693294967825e-16	Dried fruit intake (INI1319)	PGS001389	EFO_0008111	diet measurement
INI1438	Bread intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00329501501665763	0.093433994237034	0.0965517767787404	0.0031177825417064	3483	2.24325334324148e-49	9.1314538332793e-48	TRUE	1.15104638759768e-48	Bread intake (INI1438)	PGS000978	EFO_0010811	carbohydrate intake measurement
INI1458	Cereal intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00669548663357433	0.0153779039879455	0.0215971594783171	0.0062192554903716	4882	1.22294826297363e-96	6.74818546104676e-95	TRUE	8.50628458468325e-96	Cereal intake (INI1458)	PGS001057	EFO_0008111	diet measurement
INI1488	Tea intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00697658544357871	0.00399349731720489	0.0108970602979289	0.00690356298072401	3119	8.51782727859e-102	4.7636220660931e-100	TRUE	6.0046845454925e-101	Tea intake (INI1488)	PGS000994	EFO_0010091	tea consumption measurement
INI1498	Coffee intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00833207728899588	0.00724681703723462	0.0157307399878596	0.00848392295062498	3154	1.39890037439573e-116	8.51369450454984e-115	TRUE	1.07317602251437e-115	Coffee intake (INI1498)	PGS001126	EFO_0006781	coffee consumption measurement
INI1528	Water intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00829960593136625	0.0298066679069348	0.0380044397089299	0.0081977718019951	4994	1.01793480907349e-115	6.1349946552844e-114	TRUE	7.73333969029132e-115	Water intake (INI1528)	PGS001069	EFO_0008111	diet measurement
INI1548	Variation in diet	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00213385227655061	0.00597125742408722	0.00809549208348326	0.00212423465939604	1353	4.19767580980548e-33	1.33974065584442e-31	TRUE	1.68878217026879e-32	Variation in diet (INI1548)	PGS001068	EFO_0008111	diet measurement
INI1578	Ave. weekly champagne plus white wine intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.000322016209015397	0.0216456354945697	0.021957069379649	0.000311433885079298	213	7.75575024828466e-05	0.0011587352931744	FALSE	0.000146061963159633	Ave. weekly champagne plus white wine intake (INI1578)			
INI1588	Ave. weekly beer plus cider intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00431289648171718	0.1861007152226	0.189754573222196	0.003653857999596	2842	1.22323598400131e-47	4.86762482852037e-46	TRUE	6.1357830607758e-47	Ave. weekly beer plus cider intake (INI1588)	PGS001088	EFO_0007878	alcohol consumption measurement
INI1598	Ave. weekly spirits intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	2.57633218070374e-06	0.0102062565935868	0.0102063726326795	1.16039092700956e-07	1	0.723837594054913	1	FALSE	0.794393993475413	Ave. weekly spirits intake (INI1598)			
INI1608	Ave. weekly fortified wine intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	5.18944511129771e-06	0.0065427584961939	0.00650194036591389	-4.08181302800105e-05	26	0.615537568738443	1	FALSE	0.702637706109164	Ave. weekly fortified wine intake (INI1608)			
INI1737	Childhood sunburn	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00558024839744509	0.00421614690075678	0.0095436186205673	0.00532747171981052	519	1.00958408952464e-63	4.83954103969124e-62	TRUE	6.10038262589213e-63	Childhood sunburn (INI1737)	PGS001257	EFO_0003958	sunburn
INI2139	Age first had sexual intercourse	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.0244989652657938	0.04787036672015	0.0696815504039288	0.0218111836837788	9997	1.9469396261938e-308	9.27021100093124e-307	TRUE	1.1685371332659e-307	Age first had sexual intercourse (INI2139)	PGS001007	EFO_0009749	age at first sexual intercourse measurement
INI2149	Lifetime # of sexual partners	Lifestyle_and_environment	Lifestyle and environment	gaussian	2.04391455980169e-05	0.00273293008630759	0.00275126464086539	1.83345545577999e-05	19	0.285338367877547	1	FALSE	0.377795723966465	Lifetime # of sexual partners (INI2149)			
INI2237	Freq. of playing computer games	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.0108925972089087	0.00603212845887446	0.0167153906681198	0.0106832622092453	5774	1.58993381254907e-162	1.08459875322115e-160	TRUE	1.36716836079082e-161	Freq. of playing computer games (INI2237)	PGS000984	EFO_0010724	lifestyle measurement
INI2624	Freq. of heavy DIY in last 4 weeks	Lifestyle_and_environment	Lifestyle and environment	gaussian	7.43905674758238e-05	0.0181387904362856	0.018162822894064	2.40324577783987e-05	2	0.144000552343321	1	FALSE	0.207133147442369	Freq. of heavy DIY in last 4 weeks (INI2624)			
INI2867	Age started smoking in former smokers	Lifestyle_and_environment	Lifestyle and environment	gaussian	1.064300688014e-05	0.0287895398887822	0.0287548060879104	-3.47338008718015e-05	18	0.672711340203272	1	FALSE	0.753070992430701	Age started smoking in former smokers (INI2867)			
INI2887	# of cigarettes previously smoked daily	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00613033106342742	0.0924979211735173	0.0978999314263789	0.00540201025286161	725	4.34990381841629e-23	1.17149427971894e-21	TRUE	1.47670270625195e-22	# of cigarettes previously smoked daily (INI2887)	PGS001130	EFO_0006525	cigarettes per day measurement
INI2897	Age stopped smoking	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00120927679897498	0.14506901718743	0.145373621083023	0.000304603895593003	663	6.5793264191138e-06	0.000103268149175783	TRUE	1.3017251385478e-05	Age stopped smoking (INI2897)	PGS001374	EFO_0004319	smoking cessation
INI2926	# of unsuccessful stop-smoking attempts	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.000212842798649304	0.0113043920173485	0.0114614295721721	0.000157037554823601	13	0.07011341713639	0.851749096542396	FALSE	0.107365457747994	# of unsuccessful stop-smoking attempts (INI2926)			
INI3436	Age started smoking in current smokers	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.000277663145593854	0.0173506065208824	0.0167911445894469	-0.000559461931435502	35	0.241328238433925	1	FALSE	0.325925707229748	Age started smoking in current smokers (INI3436)			
INI3456	# of cigarettes currently smoked daily (current cigarette smokers)	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.00532499824698762	0.0749688799706223	0.0786810559317407	0.00371217596111839	9	8.05687571720991e-07	1.33195076257826e-05	TRUE	1.67896278261432e-06	# of cigarettes currently smoked daily (current cigarette smokers) (INI3456)	PGS001515	EFO_0006525	cigarettes per day measurement
INI3637	Freq. of other exercises in last 4 weeks	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.0001200843138639	0.00317923676220633	0.00326704074154527	8.78039793389403e-05	3	0.0442713210560873	0.551300982721271	FALSE	0.0694930967430056	Freq. of other exercises in last 4 weeks (INI3637)			
INI3680	Age when last ate meat	Lifestyle_and_environment	Lifestyle and environment	gaussian	0.000474487224947029	0.168748486399443	0.168895854052612	0.000147367653169	5	0.279668081692423	1	FALSE	0.371861128163672	Age when last ate meat (INI3680)			
INI4440	Ave. monthly spirits intake	Lifestyle_and_environment	Lifestyle and environment	gaussian	7.13896221382626e-06	0.00970423358713579	0.00945540028486258	-0.000248833302273209	48	0.830891017781759	1	FALSE	0.882800198253713	Ave. monthly spirits intake (INI4440)			
